page,xmin,ymin,xmax,ymax,text,is_upper,is_bold,span_font,font_size
1,1084.3570556640625,444.178955078125,1085.6070556640625,450.053955078125,:,False,False,HelveticaLTMM_1_1000,5.0
1,1085.6070556640625,440.803955078125,1095.9580078125,450.4599609375,00,False,False,Tahoma,8.0
1,1096.2879638671875,444.178955078125,1097.6729736328125,450.053955078125,-,False,False,HelveticaLTMM_1_667,5.0
1,1097.6729736328125,440.803955078125,1120.1041259765625,450.4599609375,10:00,False,False,Tahoma,8.0
1,1067.988037109375,540.238525390625,1121.244140625,551.8619995117188,MAY 22-23,True,True,TimesNewRomanPS-BoldMT,10.5
1,493.19830322265625,578.8240356445312,648.2781982421875,600.9640502929688,Annual Available,False,True,TimesNewRomanPS-BoldItal,20.0
1,166.5482940673828,647.4249877929688,326.496337890625,657.387939453125,"--A large minority, possibly larger",False,False,TimesNewRomanPSMT,9.0
1,167.0482940673828,657.9740600585938,236.7352294921875,667.93701171875,than category 3.,False,False,TimesNewRomanPSMT,9.0
1,176.39830017089844,669.7240600585938,226.88832092285156,679.68701171875,5. Students,False,False,TimesNewRomanPSMT,9.0
1,236.39231872558594,669.7240600585938,256.1473083496094,679.68701171875,who,False,False,TimesNewRomanPSMT,9.0
1,265.2013244628906,669.7240600585938,280.1502990722656,679.68701171875,are,False,False,TimesNewRomanPSMT,9.0
1,289.4472961425781,669.7240600585938,326.4822998046875,679.68701171875,habitual,False,False,TimesNewRomanPSMT,9.0
1,167.49830627441406,680.0740356445312,324.3233947753906,690.0369873046875,cheaters throughout their under-,False,False,TimesNewRomanPSMT,9.0
1,167.74830627441406,690.1229858398438,323.8982849121094,700.0859375,graduate years.--A smaller minority.,False,False,TimesNewRomanPSMT,9.0
1,176.89830017089844,703.3230590820312,488.0818176269531,713.2860107421875,6. Students who pay for the ser- j students should be informed in de-,False,False,TimesNewRomanPSMT,9.0
1,167.74830627441406,712.9230346679688,486.8973083496094,722.885986328125,vices of others (in category 7. A j jgjj as j0 precisely what acts consti-,False,False,TimesNewRomanPSMT,9.0
1,479.998291015625,724.2219848632812,487.59429931640625,734.1849365234375,of,False,False,TimesNewRomanPSMT,9.0
1,330.95831298828125,650.2730102539062,375.4273986816406,660.2359619140625,ed service.,False,False,TimesNewRomanPSMT,9.0
1,339.8581848144531,661.8230590820312,489.2130126953125,671.7860107421875,Punishment of offenders should be,False,False,TimesNewRomanPSMT,9.0
1,331.20831298828125,671.8720092773438,489.1943664550781,681.8349609375,"uniform, severe, and without regard",False,False,TimesNewRomanPSMT,9.0
1,331.45831298828125,682.4710083007812,380.1573791503906,692.4339599609375,for persons.,False,False,TimesNewRomanPSMT,9.0
